,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
3182,3182,бульвар А.Миттова,39,2021-06-12 11:03:46.105,"Банкомат Сбербанк возле дома 39 раньше был в Сахарке, хотелось бы чтобы вернули поближе",13182,"['банкомат', 'сбербанк', 'возле', 'дом', '39', 'рано', 'сахарок', 'хотеться', 'вернуть', 'близко']"
3183,3183,бульвар Солнечный,18 корп. 1,2021-06-06 08:34:18.725,Построить детские и спортивные площадки.,13183,"['построить', 'детский', 'спортивный', 'площадка']"
3184,3184,улица Советская,5,2021-06-06 21:00:56.963,"Ремонт канализационной системы, часто вызывают аварийку, засоряется канализация ",13184,"['ремонт', 'канализационный', 'система', 'часто', 'вызывать', 'аварийка', 'засоряться', 'канализация']"
3185,3185,улица Академика В.Н.Челомея,1,2021-06-08 20:44:02.344,школа,13185,['школа']
3186,3186,улица П.В.Дементьева,18 корп. 1,2021-06-09 10:25:46.108,нужен Дом творчества а Садовом,13186,"['нужный', 'дом', 'творчество', 'садовый']"
3187,3187,улица Гражданская,109,2021-06-11 11:53:37.568,Отремонтировать пешеходную дорожку,13187,"['отремонтировать', 'пешеходный', 'дорожка']"
3188,3188,улица Пролетарская,5,2021-06-10 02:50:37.425,"Оборудовать детскую площадку, озеленить двор, ремонт косметический в подъездах",13188,"['оборудовать', 'детский', 'площадка', 'озеленять', 'двор', 'ремонт', 'косметический', 'подъезд']"
3189,3189,улица Кукшумская,17,2021-06-11 15:28:16.885,"Доступное жилье для молодежи (несемейным)
Видеонаблюдение в подъезде.
Облагородить детскую площадку.",13189,"['доступный', 'жилье', 'молодежь', ' (', 'несемейный', ')\n', 'видеонаблюдение', 'подъезд', 'облагораживать', 'детский', 'площадка']"
3190,3190,улица Ленинского Комсомола,52,2021-06-07 23:56:36.777,Парковка,13190,['парковка']
3191,3191,улица Ленинского Комсомола,52,2021-06-07 23:58:33.832,"Ремонт в подъезде, установка видеокамеры",13191,"['ремонт', 'подъезд', 'установка', 'видеокамера']"
3192,3192,улица Космонавта Николаева А.Г.,32,2021-06-13 23:53:02.039,"1. Отремонтировать детскую площадку
2. Парковочные места
3. Капитальный ремонт общежития
4. Повышены цены на продукты",13192,"['1', 'отремонтировать', 'детский', 'площадка', '2', 'парковочный', 'место', '3', 'капитальный', 'ремонт', 'общежитие', '4', 'повышать', 'цена', 'продукт']"
3193,3193,улица П.В.Дементьева,18,2021-06-09 11:04:03.088,"ремонт дорог, транспортная доступность, магазины",13193,"['ремонт', 'дорогой', 'транспортный', 'доступность', 'магазин']"
3194,3194,улица Кукшумская,17,2021-06-11 15:08:34.465,Ремонт подъездов,13194,"['ремонт', 'подъезд']"
3195,3195,улица 1-ая Путепроводная,135,2021-06-09 01:30:54.177,"Построить детские площадки, решить вопрос с бродячими собаками",13195,"['построить', 'детский', 'площадка', 'решать', 'вопрос', 'бродячий', 'собака']"
